ID del canal,Moderació automàtica del canal al xat en directe,Tipus de comentaris permesos de manera predeterminada al vídeo,Públic objectiu predeterminat del vídeo,Llicència predeterminada del vídeo,Latitud de la ubicació predeterminada del vídeo,Longitud de la ubicació predeterminada del vídeo
UCuT0aX5yMtR_AcWZzakuAxQ,false,No definit,No definit,No definit,0,0





